"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","ELECTRICITY","TOT","GWH","A","1995",543004,
"CAN","ELECTRICITY","TOT","GWH","A","1996",556135,
"CAN","ELECTRICITY","TOT","GWH","A","1997",556398,
"CAN","ELECTRICITY","TOT","GWH","A","1998",544088,
"CAN","ELECTRICITY","TOT","GWH","A","1999",561047,
"CAN","ELECTRICITY","TOT","GWH","A","2000",586662,
"CAN","ELECTRICITY","TOT","GWH","A","2001",570523,
"CAN","ELECTRICITY","TOT","GWH","A","2002",582106,
"CAN","ELECTRICITY","TOT","GWH","A","2003",570542,
"CAN","ELECTRICITY","TOT","GWH","A","2004",580517,
"CAN","ELECTRICITY","TOT","GWH","A","2005",602034,
"CAN","ELECTRICITY","TOT","GWH","A","2006",588328,
"CAN","ELECTRICITY","TOT","GWH","A","2007",606942,
"CAN","ELECTRICITY","TOT","GWH","A","2008",610315,
"CAN","ELECTRICITY","TOT","GWH","A","2009",588315,
"CAN","ELECTRICITY","TOT","GWH","A","2010",577769,
"CAN","ELECTRICITY","TOT","GWH","A","2011",610963,
"CAN","ELECTRICITY","TOT","GWH","A","2012",614187,
"CAN","ELECTRICITY","TOT","GWH","A","2013",641311,
"CAN","ELECTRICITY","TOT","GWH","A","2014",636960,
"CAN","ELECTRICITY","TOT","GWH","A","2015",,"L"
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1974",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1975",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1976",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1977",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1978",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1979",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1980",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1981",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1982",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1983",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1984",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1985",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1986",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1987",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1988",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1989",0,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1990",11767,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1991",11378,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1992",11488,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1993",11842,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1994",12149,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1995",11434,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1996",12049,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1997",11720,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1998",12352,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","1999",12525,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2000",12709,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2001",13778,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2002",17583,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2003",24365,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2004",24816,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2005",23255,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2006",24499,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2007",24624,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2008",25015,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2009",25665,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2010",26440,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2011",26708,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2012",28603,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2013",29004,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2014",28636,
"CZE","ELECTRICITY","NUCLEAR","GWH","A","2015",,"L"
"CZE","ELECTRICITY","TOT","GWH","A","1960",0,
"CZE","ELECTRICITY","TOT","GWH","A","1961",0,
"CZE","ELECTRICITY","TOT","GWH","A","1962",0,
"CZE","ELECTRICITY","TOT","GWH","A","1963",0,
"CZE","ELECTRICITY","TOT","GWH","A","1964",0,
"CZE","ELECTRICITY","TOT","GWH","A","1965",0,
"CZE","ELECTRICITY","TOT","GWH","A","1966",0,
"CZE","ELECTRICITY","TOT","GWH","A","1967",0,
"CZE","ELECTRICITY","TOT","GWH","A","1968",0,
"CZE","ELECTRICITY","TOT","GWH","A","1969",0,
"CZE","ELECTRICITY","TOT","GWH","A","1970",0,
"CZE","ELECTRICITY","TOT","GWH","A","1971",0,
"CZE","ELECTRICITY","TOT","GWH","A","1972",0,
"CZE","ELECTRICITY","TOT","GWH","A","1973",0,
"CZE","ELECTRICITY","TOT","GWH","A","1974",0,
"CZE","ELECTRICITY","TOT","GWH","A","1975",0,
"CZE","ELECTRICITY","TOT","GWH","A","1976",0,
"CZE","ELECTRICITY","TOT","GWH","A","1977",0,
"CZE","ELECTRICITY","TOT","GWH","A","1978",0,
"CZE","ELECTRICITY","TOT","GWH","A","1979",0,
"CZE","ELECTRICITY","TOT","GWH","A","1980",0,
"CZE","ELECTRICITY","TOT","GWH","A","1981",0,
"CZE","ELECTRICITY","TOT","GWH","A","1982",0,
"CZE","ELECTRICITY","TOT","GWH","A","1983",0,
"CZE","ELECTRICITY","TOT","GWH","A","1984",0,
"CZE","ELECTRICITY","TOT","GWH","A","1985",0,
"CZE","ELECTRICITY","TOT","GWH","A","1986",0,
"CZE","ELECTRICITY","TOT","GWH","A","1987",0,
"CZE","ELECTRICITY","TOT","GWH","A","1988",0,
"CZE","ELECTRICITY","TOT","GWH","A","1989",0,
"CZE","ELECTRICITY","TOT","GWH","A","1990",58125,
"CZE","ELECTRICITY","TOT","GWH","A","1991",56377,
"CZE","ELECTRICITY","TOT","GWH","A","1992",55370,
"CZE","ELECTRICITY","TOT","GWH","A","1993",54984,
"CZE","ELECTRICITY","TOT","GWH","A","1994",54853,
"CZE","ELECTRICITY","TOT","GWH","A","1995",56880,
"CZE","ELECTRICITY","TOT","GWH","A","1996",59899,
"CZE","ELECTRICITY","TOT","GWH","A","1997",59956,
"CZE","ELECTRICITY","TOT","GWH","A","1998",60264,
"CZE","ELECTRICITY","TOT","GWH","A","1999",60092,
"CZE","ELECTRICITY","TOT","GWH","A","2000",68014,
"CZE","ELECTRICITY","TOT","GWH","A","2001",68780,
"CZE","ELECTRICITY","TOT","GWH","A","2002",70393,
"CZE","ELECTRICITY","TOT","GWH","A","2003",76659,
"CZE","ELECTRICITY","TOT","GWH","A","2004",77919,
"CZE","ELECTRICITY","TOT","GWH","A","2005",76192,
"CZE","ELECTRICITY","TOT","GWH","A","2006",77884,
"CZE","ELECTRICITY","TOT","GWH","A","2007",81412,
"CZE","ELECTRICITY","TOT","GWH","A","2008",77085,
"CZE","ELECTRICITY","TOT","GWH","A","2009",75990,
"CZE","ELECTRICITY","TOT","GWH","A","2010",79464,
"CZE","ELECTRICITY","TOT","GWH","A","2011",81028,
"CZE","ELECTRICITY","TOT","GWH","A","2012",81088,
"CZE","ELECTRICITY","TOT","GWH","A","2013",80858,
"CZE","ELECTRICITY","TOT","GWH","A","2014",79906,
"CZE","ELECTRICITY","TOT","GWH","A","2015",,"L"
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1974",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1975",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1976",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1977",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1978",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1979",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1980",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1981",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1982",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1983",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1984",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1985",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1986",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1987",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1988",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1989",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1990",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1991",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1992",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1993",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1994",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1995",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1996",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1997",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1998",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","1999",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"DNK","ELECTRICITY","NUCLEAR","GWH","A","2015",,"L"
"DNK","ELECTRICITY","TOT","GWH","A","1960",0,
"DNK","ELECTRICITY","TOT","GWH","A","1961",0,
"DNK","ELECTRICITY","TOT","GWH","A","1962",0,
"DNK","ELECTRICITY","TOT","GWH","A","1963",0,
"DNK","ELECTRICITY","TOT","GWH","A","1964",0,
"DNK","ELECTRICITY","TOT","GWH","A","1965",0,
"DNK","ELECTRICITY","TOT","GWH","A","1966",0,
"DNK","ELECTRICITY","TOT","GWH","A","1967",0,
"DNK","ELECTRICITY","TOT","GWH","A","1968",0,
"DNK","ELECTRICITY","TOT","GWH","A","1969",0,
"DNK","ELECTRICITY","TOT","GWH","A","1970",0,
"DNK","ELECTRICITY","TOT","GWH","A","1971",0,
"DNK","ELECTRICITY","TOT","GWH","A","1972",0,
"DNK","ELECTRICITY","TOT","GWH","A","1973",0,
"DNK","ELECTRICITY","TOT","GWH","A","1974",17229,
"DNK","ELECTRICITY","TOT","GWH","A","1975",17128,
"DNK","ELECTRICITY","TOT","GWH","A","1976",19227,
"DNK","ELECTRICITY","TOT","GWH","A","1977",20727,
"DNK","ELECTRICITY","TOT","GWH","A","1978",19160,
"DNK","ELECTRICITY","TOT","GWH","A","1979",20737,
"DNK","ELECTRICITY","TOT","GWH","A","1980",25173,
"DNK","ELECTRICITY","TOT","GWH","A","1981",18464,
"DNK","ELECTRICITY","TOT","GWH","A","1982",22413,
"DNK","ELECTRICITY","TOT","GWH","A","1983",20758,
"DNK","ELECTRICITY","TOT","GWH","A","1984",21220,
"DNK","ELECTRICITY","TOT","GWH","A","1985",27313,
"DNK","ELECTRICITY","TOT","GWH","A","1986",28834,
"DNK","ELECTRICITY","TOT","GWH","A","1987",27617,
"DNK","ELECTRICITY","TOT","GWH","A","1988",26254,
"DNK","ELECTRICITY","TOT","GWH","A","1989",21389,
"DNK","ELECTRICITY","TOT","GWH","A","1990",24282,
"DNK","ELECTRICITY","TOT","GWH","A","1991",34328,
"DNK","ELECTRICITY","TOT","GWH","A","1992",28825,
"DNK","ELECTRICITY","TOT","GWH","A","1993",31959,
"DNK","ELECTRICITY","TOT","GWH","A","1994",38266,
"DNK","ELECTRICITY","TOT","GWH","A","1995",34710,
"DNK","ELECTRICITY","TOT","GWH","A","1996",51010,
"DNK","ELECTRICITY","TOT","GWH","A","1997",41888,
"DNK","ELECTRICITY","TOT","GWH","A","1998",39225,
"DNK","ELECTRICITY","TOT","GWH","A","1999",37045,
"DNK","ELECTRICITY","TOT","GWH","A","2000",34448,
"DNK","ELECTRICITY","TOT","GWH","A","2001",36165,
"DNK","ELECTRICITY","TOT","GWH","A","2002",37336,
"DNK","ELECTRICITY","TOT","GWH","A","2003",43754,
"DNK","ELECTRICITY","TOT","GWH","A","2004",38402,
"DNK","ELECTRICITY","TOT","GWH","A","2005",34413,
"DNK","ELECTRICITY","TOT","GWH","A","2006",43185,
"DNK","ELECTRICITY","TOT","GWH","A","2007",37356,
"DNK","ELECTRICITY","TOT","GWH","A","2008",34852,
"DNK","ELECTRICITY","TOT","GWH","A","2009",34462,
"DNK","ELECTRICITY","TOT","GWH","A","2010",36873,
"DNK","ELECTRICITY","TOT","GWH","A","2011",33549,
"DNK","ELECTRICITY","TOT","GWH","A","2012",29201,
"DNK","ELECTRICITY","TOT","GWH","A","2013",33156,
"DNK","ELECTRICITY","TOT","GWH","A","2014",30814,
"DNK","ELECTRICITY","TOT","GWH","A","2015",,"L"
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1974",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1975",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1976",0,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1977",2510,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1978",3079,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1979",6360,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1980",6625,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1981",13835,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1982",15826,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1983",16717,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1984",17799,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1985",17980,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1986",17998,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1987",18534,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1988",18447,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1989",18010,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1990",18128,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1991",18407,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1992",18170,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1993",18800,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1994",18328,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1995",18128,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1996",18679,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1997",20051,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1998",20976,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","1999",22060,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2000",21575,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2001",21854,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2002",21395,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2003",21830,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2004",21814,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2005",22356,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2006",22004,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2007",22501,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2008",22050,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2009",22601,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2010",21889,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2011",22266,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2012",22063,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2013",22673,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2014",22646,
"FIN","ELECTRICITY","NUCLEAR","GWH","A","2015",,"L"
"FIN","ELECTRICITY","TOT","GWH","A","1960",0,
"FIN","ELECTRICITY","TOT","GWH","A","1961",0,
"FIN","ELECTRICITY","TOT","GWH","A","1962",0,
"FIN","ELECTRICITY","TOT","GWH","A","1963",0,
"FIN","ELECTRICITY","TOT","GWH","A","1964",0,
"FIN","ELECTRICITY","TOT","GWH","A","1965",0,
"FIN","ELECTRICITY","TOT","GWH","A","1966",0,
"FIN","ELECTRICITY","TOT","GWH","A","1967",0,
"FIN","ELECTRICITY","TOT","GWH","A","1968",0,
"FIN","ELECTRICITY","TOT","GWH","A","1969",0,
"FIN","ELECTRICITY","TOT","GWH","A","1970",0,
"FIN","ELECTRICITY","TOT","GWH","A","1971",0,
"FIN","ELECTRICITY","TOT","GWH","A","1972",0,
"FIN","ELECTRICITY","TOT","GWH","A","1973",0,
"FIN","ELECTRICITY","TOT","GWH","A","1974",26525,
"FIN","ELECTRICITY","TOT","GWH","A","1975",25134,
"FIN","ELECTRICITY","TOT","GWH","A","1976",27894,
"FIN","ELECTRICITY","TOT","GWH","A","1977",31630,
"FIN","ELECTRICITY","TOT","GWH","A","1978",33965,
"FIN","ELECTRICITY","TOT","GWH","A","1979",37337,
"FIN","ELECTRICITY","TOT","GWH","A","1980",38710,
"FIN","ELECTRICITY","TOT","GWH","A","1981",39115,
"FIN","ELECTRICITY","TOT","GWH","A","1982",39355,
"FIN","ELECTRICITY","TOT","GWH","A","1983",40347,
"FIN","ELECTRICITY","TOT","GWH","A","1984",43226,
"FIN","ELECTRICITY","TOT","GWH","A","1985",47316,
"FIN","ELECTRICITY","TOT","GWH","A","1986",46916,
"FIN","ELECTRICITY","TOT","GWH","A","1987",50847,
"FIN","ELECTRICITY","TOT","GWH","A","1988",51267,
"FIN","ELECTRICITY","TOT","GWH","A","1989",51187,
"FIN","ELECTRICITY","TOT","GWH","A","1990",51591,
"FIN","ELECTRICITY","TOT","GWH","A","1991",55098,
"FIN","ELECTRICITY","TOT","GWH","A","1992",54957,
"FIN","ELECTRICITY","TOT","GWH","A","1993",58008,
"FIN","ELECTRICITY","TOT","GWH","A","1994",62175,
"FIN","ELECTRICITY","TOT","GWH","A","1995",60542,
"FIN","ELECTRICITY","TOT","GWH","A","1996",66359,
"FIN","ELECTRICITY","TOT","GWH","A","1997",66150,
"FIN","ELECTRICITY","TOT","GWH","A","1998",67322,
"FIN","ELECTRICITY","TOT","GWH","A","1999",66678,
"FIN","ELECTRICITY","TOT","GWH","A","2000",67288,
"FIN","ELECTRICITY","TOT","GWH","A","2001",71237,
"FIN","ELECTRICITY","TOT","GWH","A","2002",71632,
"FIN","ELECTRICITY","TOT","GWH","A","2003",80397,
"FIN","ELECTRICITY","TOT","GWH","A","2004",82191,
"FIN","ELECTRICITY","TOT","GWH","A","2005",67843,
"FIN","ELECTRICITY","TOT","GWH","A","2006",78643,
"FIN","ELECTRICITY","TOT","GWH","A","2007",77835,
"FIN","ELECTRICITY","TOT","GWH","A","2008",74494,
"FIN","ELECTRICITY","TOT","GWH","A","2009",69222,
"FIN","ELECTRICITY","TOT","GWH","A","2010",77220,
"FIN","ELECTRICITY","TOT","GWH","A","2011",70413,
"FIN","ELECTRICITY","TOT","GWH","A","2012",67707,
"FIN","ELECTRICITY","TOT","GWH","A","2013",68353,
"FIN","ELECTRICITY","TOT","GWH","A","2014",65456,
"FIN","ELECTRICITY","TOT","GWH","A","2015",,"L"
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1960",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1961",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1962",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1963",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1964",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1965",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1966",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1967",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1968",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1969",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1970",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1971",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1972",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1973",0,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1974",13932,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1975",17451,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1976",15036,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1977",17096,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1978",29001,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1979",37903,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1980",57946,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1981",99628,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1982",103069,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1983",136920,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1984",181739,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1985",213088,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1986",241444,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1987",251520,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1988",260287,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1989",288715,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1990",297949,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1991",314978,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1992",321780,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1993",350046,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1994",341616,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1995",358779,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1996",378225,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1997",375935,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1998",368500,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","1999",374914,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2000",395200,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2001",401256,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2002",416500,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2003",420669,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2004",427698,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2005",429977,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2006",428675,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2007",418609,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2008",418298,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2009",389998,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2010",407878,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2011",421073,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2012",404880,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2013",403695,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2014",415857,
"FRA","ELECTRICITY","NUCLEAR","GWH","A","2015",,"L"
"FRA","ELECTRICITY","TOT","GWH","A","1960",0,
"FRA","ELECTRICITY","TOT","GWH","A","1961",0,
"FRA","ELECTRICITY","TOT","GWH","A","1962",0,
"FRA","ELECTRICITY","TOT","GWH","A","1963",0,
"FRA","ELECTRICITY","TOT","GWH","A","1964",0,
"FRA","ELECTRICITY","TOT","GWH","A","1965",0,
"FRA","ELECTRICITY","TOT","GWH","A","1966",0,
"FRA","ELECTRICITY","TOT","GWH","A","1967",0,
"FRA","ELECTRICITY","TOT","GWH","A","1968",0,
"FRA","ELECTRICITY","TOT","GWH","A","1969",0,
"FRA","ELECTRICITY","TOT","GWH","A","1970",0,
"FRA","ELECTRICITY","TOT","GWH","A","1971",0,
"FRA","ELECTRICITY","TOT","GWH","A","1972",0,
