Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Greece,GRC,Rural population (% of total population),SP.RUR.TOTL.ZS,44.064,43.547,42.66,41.778,40.901,40.031,39.167,38.309,37.457,36.615,35.78,35.049,34.546,34.048,33.552,33.06,32.571,32.088,31.607,31.13,30.657,30.254,30.06,29.866,29.673,29.482,29.291,29.1,28.91,28.721,28.533,28.365,28.243,28.122,28.002,27.881,27.761,27.642,27.522,27.403,27.284,27.087,26.697,26.311,25.927,25.548,25.173,24.801,24.432,24.068,23.708,23.351,22.996,22.645,22.298,21.954,21.613,21.276,20.942,20.612,20.285,19.962,19.643
Grenada,GRD,Rural population (% of total population),SP.RUR.TOTL.ZS,69.668,69.481,69.293,69.105,68.915,68.726,68.535,68.344,68.152,67.96,67.788,67.719,67.649,67.579,67.509,67.439,67.369,67.299,67.229,67.159,67.088,67.022,66.972,66.922,66.872,66.823,66.773,66.723,66.673,66.623,66.573,66.497,66.256,66.015,65.773,65.53,65.286,65.041,64.796,64.55,64.302,64.081,64.087,64.093,64.099,64.105,64.111,64.117,64.123,64.129,64.135,64.141,64.131,64.104,64.062,64.003,63.928,63.836,63.728,63.604,63.463,63.306,63.132
Greenland,GRL,Rural population (% of total population),SP.RUR.TOTL.ZS,41.466,40.194,38.594,37.017,35.466,33.95,32.509,31.147,29.814,28.519,27.256,26.567,26.325,26.086,25.848,25.611,25.375,25.034,24.645,24.26,23.879,23.503,23.131,22.763,22.398,22.039,21.683,21.332,20.984,20.641,20.302,19.967,19.699,19.497,19.297,19.098,18.9,18.774,18.649,18.524,18.4,18.151,17.905,17.662,17.42,17.142,16.828,16.518,16.213,15.913,15.617,15.245,14.8,14.449,14.187,13.929,13.674,13.426,13.184,12.948,12.718,12.493,12.273
Guatemala,GTM,Rural population (% of total population),SP.RUR.TOTL.ZS,68.879,68.232,67.576,66.914,66.318,66.011,65.702,65.392,65.081,64.768,64.455,64.139,63.823,63.506,63.191,62.875,62.557,62.238,61.919,61.598,61.276,60.953,60.63,60.305,59.979,59.653,59.326,58.998,58.668,58.339,58.008,57.677,57.345,57.013,56.68,56.346,56.011,55.677,55.341,55.005,54.668,54.332,53.995,53.682,53.384,53.087,52.79,52.492,52.193,51.896,51.597,51.299,51,50.689,50.366,50.029,49.681,49.32,48.946,48.561,48.164,47.755,47.334
Guam,GUM,Rural population (% of total population),SP.RUR.TOTL.ZS,49.853,48.77,47.686,46.604,45.525,44.452,43.383,42.32,41.262,40.216,38.08,32.847,28.001,23.629,19.748,16.368,13.466,11.017,8.964,7.263,6.247,6.509,6.781,7.063,7.357,7.661,7.977,8.305,8.646,8.998,9.204,8.939,8.68,8.429,8.184,7.945,7.713,7.487,7.267,7.054,6.871,6.767,6.666,6.565,6.466,6.369,6.273,6.178,6.084,5.992,5.901,5.812,5.723,5.636,5.551,5.466,5.383,5.301,5.22,5.141,5.062,4.985,4.909
Guyana,GUY,Rural population (% of total population),SP.RUR.TOTL.ZS,70.991,70.951,70.911,70.871,70.831,70.791,70.751,70.711,70.671,70.631,70.575,70.467,70.359,70.25,70.142,70.033,69.924,69.814,69.705,69.595,69.512,69.604,69.695,69.785,69.876,69.967,70.057,70.147,70.237,70.327,70.417,70.507,70.596,70.685,70.774,70.863,70.952,71.041,71.129,71.218,71.306,71.394,71.482,71.693,71.936,72.178,72.418,72.657,72.895,73.131,73.366,73.6,73.6,73.6,73.586,73.559,73.518,73.462,73.394,73.311,73.214,73.103,72.978
High income,HIC,Rural population (% of total population),SP.RUR.TOTL.ZS,37.21113157,36.71511184,36.21419786,35.69658206,35.17966541,34.66412244,34.16180537,33.64770398,33.14881005,32.67783601,32.2235764,31.82131266,31.45280831,31.09208025,30.73409159,30.39151799,30.10411036,29.81943884,29.52817279,29.23638328,28.9421109,28.62476483,28.34895899,28.09238235,27.84898201,27.61100414,27.34425671,27.05030292,26.76752675,26.51291339,26.25606042,25.97079943,25.70220531,25.45596597,25.20824536,24.96180114,24.72486078,24.50042211,24.27821309,24.05743615,23.84052939,23.50321355,23.1112098,22.74428163,22.3901405,22.04759372,21.72904676,21.42074149,21.12128846,20.83775291,20.56588137,20.36050552,20.18639784,20.01683221,19.84881933,19.6737803,19.49507997,19.3141007,19.13061686,18.93827507,18.75202266,18.5679078,18.37331993
"Hong Kong SAR, China",HKG,Rural population (% of total population),SP.RUR.TOTL.ZS,14.8,14.707,14.418,14.133,13.853,13.578,13.308,13.042,12.78,12.524,12.271,11.961,11.526,11.106,10.699,10.305,9.923,9.555,9.199,8.855,8.522,8.206,7.91,7.624,7.347,7.08,5.752,3.14,1.691,0.906,0.483,0.168,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,Rural population (% of total population),SP.RUR.TOTL.ZS,77.253,76.682,76.1,75.509,74.906,74.296,73.675,73.045,72.404,71.756,71.098,70.431,69.754,69.07,68.429,67.89,67.347,66.8,66.248,65.691,65.13,64.565,63.996,63.423,62.845,62.265,61.681,61.093,60.519,60.031,59.54,59.047,58.552,58.057,57.559,57.059,56.558,56.056,55.553,55.048,54.542,54.036,53.39,52.733,52.073,51.415,50.755,50.095,49.434,48.775,48.115,47.457,46.798,46.142,45.486,44.835,44.187,43.543,42.904,42.27,41.641,41.018,40.4
Heavily indebted poor countries (HIPC),HPC,Rural population (% of total population),SP.RUR.TOTL.ZS,87.58861188,87.24136505,86.88469042,86.51003979,86.11264098,85.70117182,85.29405534,84.87337147,84.44051436,83.99251468,83.56127575,83.12265738,82.67482086,82.22365196,81.78898089,81.34591872,80.8955115,80.44557397,79.97884895,79.57399948,79.14846197,78.73852375,78.35072955,77.92617243,77.45431982,76.9406595,76.42675502,75.92591938,75.44159647,74.99347112,74.55906073,74.17853616,73.80871264,73.44989647,73.08154666,72.74384917,72.48415083,72.19763852,71.89652935,71.59557381,71.28269637,70.93235097,70.59233418,70.24833135,69.89791372,69.52508539,69.14608903,68.82474474,68.38808906,67.95466507,67.51258135,67.0679896,66.64070686,66.20778795,65.76687925,65.31276765,64.84992125,64.38706751,63.9210422,63.44924065,62.97061915,62.48420568,61.9878761
Croatia,HRV,Rural population (% of total population),SP.RUR.TOTL.ZS,69.846,68.96,67.999,67.021,66.028,65.023,64.003,62.97,61.924,60.87,59.804,58.832,58.161,57.489,56.814,56.136,55.455,54.773,54.089,53.403,52.715,52.113,51.763,51.413,51.063,50.713,50.363,50.013,49.662,49.313,48.963,48.643,48.412,48.182,47.952,47.721,47.491,47.261,47.032,46.802,46.572,46.358,46.19,46.021,45.853,45.685,45.517,45.349,45.181,45.013,44.845,44.678,44.494,44.294,44.077,43.845,43.597,43.333,43.053,42.758,42.447,42.122,41.781
Haiti,HTI,Rural population (% of total population),SP.RUR.TOTL.ZS,84.407,84.025,83.635,83.238,82.832,82.42,81.999,81.571,81.134,80.69,80.238,79.778,79.677,79.65,79.623,79.596,79.569,79.541,79.514,79.487,79.459,79.432,79.405,78.64,77.703,76.739,75.745,74.723,73.671,72.595,71.49,70.359,69.2,68.61,68.013,67.41,66.8,66.208,65.611,65.008,64.4,62.749,61.065,59.355,58.321,57.362,56.396,55.426,54.449,53.472,52.491,51.508,50.523,49.54,48.556,47.573,46.604,45.654,44.722,43.808,42.912,42.036,41.18
Hungary,HUN,Rural population (% of total population),SP.RUR.TOTL.ZS,44.089,43.665,43.242,42.819,42.397,41.978,41.559,41.141,40.724,40.309,39.888,39.461,39.035,38.612,38.19,37.769,37.35,36.934,36.52,36.107,35.809,35.628,35.447,35.266,35.085,34.905,34.726,34.547,34.368,34.19,34.162,34.287,34.413,34.539,34.665,34.791,34.917,35.044,35.171,35.298,35.425,35.33,34.919,34.511,34.104,33.635,33.105,32.579,32.057,31.54,31.089,30.642,30.322,30.047,29.773,29.5,29.221,28.938,28.649,28.356,28.058,27.755,27.448
IBRD only,IBD,Rural population (% of total population),SP.RUR.TOTL.ZS,73.95252356,73.38244649,72.85669648,72.3819702,71.89817205,71.6756342,71.46404188,71.23781514,71.01613556,70.80568705,70.60197051,70.38768999,70.13051072,69.82940278,69.48108603,69.12007326,68.7625425,68.39774367,67.92906154,67.35369969,66.77258703,66.17954007,65.60689855,65.08550041,64.54969442,64.0158989,63.48741969,62.96661262,62.44890089,61.94771251,61.46253258,60.95733562,60.45429991,59.95004926,59.44156227,58.93340515,58.42307845,57.90683844,57.38173479,56.85095374,56.30972459,55.71949444,55.07684231,54.42594406,53.76528022,53.09825881,52.44236965,51.79316567,51.14005096,50.48618685,49.83608242,49.21282485,48.59822859,47.97430269,47.34180303,46.71226264,46.092613,45.47937964,44.87444116,44.27812355,43.69127449,43.11021012,42.54506215
IDA & IBRD total,IBT,Rural population (% of total population),SP.RUR.TOTL.ZS,76.06336129,75.56454887,75.09278559,74.65084836,74.20119689,73.96687698,73.73994139,73.49848467,73.2591831,73.0260859,72.79682272,72.54687964,72.26261107,71.94737419,71.5943584,71.28412583,70.91781884,70.54686342,70.09145825,69.55492697,69.00635195,68.45120726,67.93618802,67.46048408,66.96764032,66.47260774,65.97959578,65.49178791,65.006433,64.53738955,64.08136573,63.62325088,63.17452394,62.72934559,62.27969214,61.83199238,61.38886089,60.93850519,60.48148448,60.02412688,59.55882942,59.04327975,58.48818948,57.92807345,57.35892003,56.78327388,56.216231,55.65961527,55.08876543,54.51923483,53.95293967,53.41350249,52.88248399,52.34278104,51.79475522,51.2417327,50.69689794,50.1584574,49.6286894,49.10741828,48.5970459,48.09550674,47.60759779
IDA total,IDA,Rural population (% of total population),SP.RUR.TOTL.ZS,86.30014739,86.00646557,85.71635174,85.4103942,85.09328577,84.76755686,84.43970901,84.08923014,83.72907668,83.35723066,82.98244238,82.55960787,82.13034484,81.70628107,81.27754185,81.13762763,80.66836296,80.19840563,79.71752655,79.26011799,78.76516063,78.29042599,77.93453611,77.56082136,77.15751239,76.7305215,76.29484711,75.85652289,75.41847625,74.98950167,74.55921434,74.19497262,73.85073897,73.51176377,73.1656627,72.82594537,72.51062621,72.18294173,71.85085044,71.52654998,71.19051938,70.79000857,70.38268633,69.97650567,69.56366664,69.13839651,68.70155461,68.2785543,67.80917274,67.34325172,66.86469009,66.41361419,65.98494761,65.56189891,65.13003866,64.65961504,64.17688333,63.68698425,63.18998082,62.68534595,62.17759515,61.6668077,61.14201833
IDA blend,IDB,Rural population (% of total population),SP.RUR.TOTL.ZS,81.39963588,81.07954963,80.81184964,80.53035421,80.24393593,79.95465485,79.66049268,79.35694439,79.04803392,78.73599868,78.40807305,77.99293165,77.58688138,77.15580176,76.71101021,76.26110704,75.80975273,75.3798192,74.94432342,74.52141865,74.15226763,73.71271232,73.29812684,72.87600168,72.44645442,72.01355054,71.57241655,71.12712022,70.68765838,70.23068932,69.74182883,69.37070704,68.99568788,68.62963687,68.2651871,67.89985287,67.52995495,67.1611416,66.80091297,66.45944537,66.11215027,65.66906737,65.22183352,64.78261162,64.33968435,63.89147807,63.43687079,62.97545718,62.50845444,62.03649561,61.54923198,61.07717389,60.6252729,60.16793919,59.70330429,59.2331599,58.76098392,58.28944839,57.81211598,57.3280359,56.83941235,56.34623235,55.84790975
Indonesia,IDN,Rural population (% of total population),SP.RUR.TOTL.ZS,85.414,85.179,84.942,84.701,84.457,84.211,83.961,83.707,83.451,83.191,82.929,82.662,82.221,81.72,81.207,80.683,80.147,79.602,79.044,78.476,77.896,77.185,76.394,75.585,74.756,73.911,73.047,72.165,71.264,70.349,69.416,68.387,67.297,66.192,65.067,63.924,62.765,61.594,60.407,59.208,57.998,57.217,56.432,55.644,54.851,54.058,53.262,52.465,51.665,50.866,50.086,49.405,48.724,48.045,47.365,46.687,46.011,45.341,44.675,44.015,43.359,42.71,42.066
IDA only,IDX,Rural population (% of total population),SP.RUR.TOTL.ZS,88.46662547,88.18334931,87.88196485,87.56478584,87.23382395,86.89185825,86.54950514,86.17798423,85.79439647,85.39618426,85.0029979,84.58317854,84.14963594,83.73213259,83.3149954,83.32166242,82.85590774,82.38021662,81.88824956,81.42550388,80.89735446,80.43646289,80.12755921,79.78547134,79.39984255,78.98517542,78.56486714,78.14292608,77.71934697,77.31609403,76.92574885,76.57616437,76.24784513,75.91852441,75.58297107,75.25997695,74.97787043,74.67705637,74.36485101,74.05371896,73.73275047,73.36347862,72.97597736,72.58258395,72.18458219,71.77021424,71.34110706,70.93826639,70.47161477,70.01415135,69.54637309,69.10968534,68.69195568,68.28474996,67.86672169,67.39029305,66.89254401,66.38413965,65.86962656,65.34683584,64.82279614,64.29791233,63.75680075
Isle of Man,IMN,Rural population (% of total population),SP.RUR.TOTL.ZS,44.877,44.655,44.414,44.174,43.934,43.695,43.53,43.689,43.849,44.009,44.169,44.444,45.23,46.017,46.806,47.597,48.201,48.205,48.209,48.212,48.216,48.22,48.224,48.227,48.231,48.235,48.239,48.243,48.246,48.25,48.254,48.255,48.246,48.236,48.227,48.217,48.208,48.2,48.192,48.185,48.177,48.167,48.149,48.131,48.113,48.095,48.078,48.06,48.042,48.024,48.006,47.988,47.954,47.904,47.838,47.755,47.657,47.542,47.412,47.265,47.102,46.924,46.729
India,IND,Rural population (% of total population),SP.RUR.TOTL.ZS,82.076,81.968,81.782,81.595,81.405,81.215,81.023,80.829,80.634,80.438,80.24,80.009,79.679,79.347,79.009,78.668,78.323,77.974,77.621,77.264,76.902,76.583,76.353,76.121,75.887,75.652,75.415,75.177,74.937,74.695,74.453,74.222,74.016,73.809,73.601,73.393,73.183,72.972,72.76,72.547,72.333,72.082,71.756,71.428,71.097,70.765,70.431,70.094,69.754,69.413,69.07,68.724,68.366,67.997,67.616,67.223,66.818,66.4,65.97,65.528,65.074,64.607,64.128
Not classified,INX,Rural population (% of total population),SP.RUR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Rural population (% of total population),SP.RUR.TOTL.ZS,54.816,54.607,54.397,54.187,53.977,53.767,53.363,52.205,51.044,49.885,48.724,47.731,47.389,47.048,46.706,46.366,46.025,45.685,45.345,45.006,44.667,44.366,44.206,44.045,43.885,43.725,43.573,43.447,43.322,43.196,43.071,42.927,42.707,42.488,42.269,42.051,41.827,41.581,41.336,41.09,40.845,40.601,40.351,40.075,39.798,39.523,39.262,39.06,38.859,38.658,38.458,38.258,38.058,37.859,37.66,37.462,37.263,37.053,36.83,36.595,36.347,36.088,35.817
"Iran, Islamic Rep.",IRN,Rural population (% of total population),SP.RUR.TOTL.ZS,66.265,65.611,64.949,64.282,63.609,62.932,62.248,61.443,60.563,59.679,58.788,57.89,56.986,56.08,55.168,54.253,53.334,52.53,51.79,51.049,50.307,49.566,48.825,48.084,47.343,46.605,45.867,45.283,44.743,44.206,43.67,43.135,42.347,41.481,40.62,39.764,38.913,38.147,37.412,36.682,35.958,35.242,34.532,33.828,33.131,32.442,31.761,31.136,30.542,29.955,29.374,28.8,28.245,27.705,27.17,26.642,26.12,25.606,25.102,24.609,24.126,23.655,23.193
Iraq,IRQ,Rural population (% of total population),SP.RUR.TOTL.ZS,57.101,55.568,54.022,52.468,50.907,49.349,48.132,47.055,45.98,44.911,43.846,42.786,41.731,40.687,39.649,38.621,37.602,36.596,35.822,35.148,34.479,33.817,33.161,32.512,31.868,31.233,30.604,29.983,29.928,30.111,30.294,30.478,30.663,30.848,31.034,31.22,31.407,31.595,31.612,31.558,31.504,31.45,31.396,31.342,31.288,31.234,31.181,31.127,31.073,31.02,30.897,30.732,30.568,30.405,30.242,30.079,29.906,29.722,29.527,29.322,29.107,28.881,28.646
Iceland,ISL,Rural population (% of total population),SP.RUR.TOTL.ZS,19.7,19.197,18.703,18.219,17.744,17.28,16.825,16.379,15.943,15.517,15.1,14.731,14.37,14.017,13.67,13.331,12.998,12.674,12.356,12.045,11.74,11.467,11.2,10.938,10.681,10.43,10.184,9.943,9.706,9.476,9.25,9.068,8.888,8.713,8.54,8.37,8.203,8.04,7.879,7.733,7.599,7.468,7.338,7.211,7.086,6.963,6.841,6.722,6.605,6.489,6.426,6.413,6.4,6.367,6.333,6.3,6.265,6.227,6.187,6.145,6.102,6.056,6.008
Israel,ISR,Rural population (% of total population),SP.RUR.TOTL.ZS,23.152,22.015,21.246,20.498,19.768,19.06,18.37,17.7,17.048,16.418,15.805,15.211,14.649,14.207,13.776,13.357,12.947,12.55,12.162,11.785,11.417,11.06,10.713,10.392,10.281,10.172,10.064,9.956,9.85,9.745,9.641,9.537,9.435,9.334,9.233,9.134,9.057,8.991,8.926,8.861,8.797,8.733,8.67,8.607,8.544,8.482,8.42,8.359,8.298,8.237,8.174,8.108,8.04,7.969,7.896,7.821,7.744,7.664,7.582,7.499,7.413,7.326,7.237
Italy,ITA,Rural population (% of total population),SP.RUR.TOTL.ZS,40.639,40.144,39.645,39.147,38.65,38.157,37.666,37.178,36.691,36.208,35.728,35.25,34.961,34.759,34.558,34.357,34.156,33.956,33.757,33.558,33.36,33.163,33.114,33.134,33.154,33.174,33.194,33.214,33.234,33.254,33.274,33.294,33.258,33.198,33.138,33.078,33.018,32.958,32.898,32.838,32.778,32.718,32.618,32.499,32.38,32.262,32.144,32.026,31.908,31.791,31.673,31.556,31.316,31.021,30.728,30.435,30.145,29.856,29.562,29.264,28.961,28.654,28.343
Jamaica,JAM,Rural population (% of total population),SP.RUR.TOTL.ZS,66.231,65.5,64.761,64.015,63.26,62.501,61.735,60.964,60.185,59.404,58.676,58.142,57.605,57.067,56.528,55.987,55.443,54.9,54.355,53.809,53.261,52.714,52.187,51.984,51.78,51.576,51.372,51.168,50.964,50.76,50.556,50.344,50.104,49.864,49.625,49.385,49.145,48.905,48.665,48.426,48.186,47.947,47.749,47.563,47.375,47.189,47.002,46.816,46.629,46.443,46.257,46.07,45.868,45.65,45.416,45.167,44.902,44.622,44.326,44.015,43.689,43.348,42.992
Jordan,JOR,Rural population (% of total population),SP.RUR.TOTL.ZS,49.121,47.588,46.785,46.435,46.086,45.738,45.39,45.043,44.704,44.367,44.029,43.692,43.355,43.02,42.685,42.35,42.016,41.684,41.351,41.02,39.971,38.536,37.118,35.722,34.348,33.004,31.685,30.394,29.132,27.905,26.709,25.545,24.414,23.32,22.26,21.793,21.78,21.768,21.755,21.742,21.73,21.717,21.704,21.692,21.679,20.515,19.03,17.629,16.308,15.072,13.912,12.828,11.815,10.875,10,9.744,9.494,9.253,9.021,8.797,8.582,8.374,8.173
Japan,JPN,Rural population (% of total population),SP.RUR.TOTL.ZS,36.728,35.787,34.856,33.936,33.028,32.134,31.296,30.484,29.684,28.898,28.123,27.334,26.548,25.78,25.025,24.284,24.056,23.998,23.94,23.882,23.825,23.727,23.617,23.507,23.397,23.288,23.165,23.038,22.912,22.787,22.661,22.527,22.39,22.254,22.119,21.984,21.855,21.728,21.602,21.477,21.351,20.01,18.353,16.804,15.36,14.022,12.882,11.854,10.897,10.011,9.188,8.931,8.852,8.774,8.696,8.619,8.543,8.465,8.384,8.302,8.218,8.133,8.045
Kazakhstan,KAZ,Rural population (% of total population),SP.RUR.TOTL.ZS,55.802,55.254,54.704,54.153,53.6,52.953,52.304,51.654,51.003,50.353,49.764,49.247,48.731,48.215,47.7,47.436,47.172,46.908,46.644,46.3,45.858,45.418,44.978,44.539,44.1,43.99,43.879,43.769,43.659,43.643,43.734,43.825,43.917,44.008,44.1,44.079,44.057,44.036,44.014,43.975,43.902,43.829,43.756,43.683,43.61,43.537,43.464,43.391,43.318,43.245,43.173,43.1,43.027,42.954,42.882,42.809,42.736,42.664,42.572,42.46,42.329,42.179,42.01
Kenya,KEN,Rural population (% of total population),SP.RUR.TOTL.ZS,92.638,92.435,92.226,91.962,91.682,91.395,91.098,90.791,90.475,90.15,89.705,89.222,88.718,88.195,87.651,87.086,86.497,85.888,85.255,84.599,84.417,84.319,84.22,84.121,84.021,83.921,83.82,83.719,83.617,83.515,83.252,82.957,82.658,82.355,82.048,81.737,81.421,81.102,80.778,80.45,80.108,79.761,79.409,79.052,78.69,78.325,77.955,77.58,77.2,76.817,76.429,76.031,75.624,75.206,74.779,74.342,73.895,73.438,72.97,72.493,72.005,71.507,70.998
Kyrgyz Republic,KGZ,Rural population (% of total population),SP.RUR.TOTL.ZS,65.819,65.489,65.156,64.822,64.485,64.149,63.81,63.47,63.129,62.786,62.534,62.391,62.247,62.103,61.958,61.814,61.669,61.524,61.379,61.323,61.373,61.423,61.473,61.523,61.573,61.623,61.673,61.723,61.773,61.935,62.223,62.51,62.797,63.082,63.367,63.651,63.934,64.215,64.496,64.7,64.702,64.704,64.705,64.707,64.708,64.71,64.711,64.713,64.715,64.716,64.694,64.648,64.577,64.483,64.365,64.223,64.056,63.865,63.649,63.409,63.144,62.854,62.539
Cambodia,KHM,Rural population (% of total population),SP.RUR.TOTL.ZS,89.715,89.707,89.667,89.503,89.338,89.17,89,87.902,86.709,85.421,84.03,81.283,78.182,74.737,70.945,95.523,95.18,94.814,94.422,94.001,90.102,87.258,86.969,86.675,86.374,86.069,85.758,85.441,85.117,84.789,84.454,84.113,83.766,83.413,83.054,82.689,82.317,81.94,81.645,81.53,81.414,81.297,81.18,81.063,80.945,80.826,80.707,80.587,80.429,80.07,79.706,79.337,78.963,78.585,78.201,77.812,77.418,77.02,76.612,76.195,75.768,75.332,74.886
Kiribati,KIR,Rural population (% of total population),SP.RUR.TOTL.ZS,83.71,83.082,82.434,81.767,81.08,80.375,79.649,78.903,78.137,77.129,75.912,74.652,73.346,72.003,71.04,70.394,69.738,69.075,68.404,67.964,67.716,67.468,67.218,66.968,66.716,66.459,66.172,65.884,65.595,65.305,65.013,64.728,64.445,64.161,63.877,63.591,62.614,61.248,59.862,58.46,57.042,56.527,56.508,56.488,56.468,56.449,55.97,55.134,54.294,53.453,52.61,51.765,50.918,50.073,49.227,48.381,47.55,46.738,45.943,45.165,44.406,43.665,42.942
St. Kitts and Nevis,KNA,Rural population (% of total population),SP.RUR.TOTL.ZS,72.356,71.731,71.097,70.455,69.803,69.145,68.479,67.804,67.122,66.433,65.859,65.683,65.505,65.328,65.151,64.973,64.794,64.615,64.436,64.256,64.118,64.246,64.374,64.502,64.63,64.757,64.884,65.011,65.138,65.265,65.391,65.526,65.717,65.907,66.096,66.285,66.474,66.661,66.849,67.035,67.222,67.402,67.545,67.688,67.83,67.972,68.114,68.256,68.397,68.537,68.678,68.818,68.938,69.036,69.115,69.173,69.21,69.227,69.224,69.201,69.157,69.094,69.009
"Korea, Rep.",KOR,Rural population (% of total population),SP.RUR.TOTL.ZS,72.29,71.469,70.539,69.593,68.628,67.649,66.653,65.029,63.154,61.244,59.296,57.739,56.308,54.869,53.421,51.967,50.281,48.524,46.767,45.019,43.28,41.593,39.939,38.307,36.699,35.124,33.321,31.437,29.611,27.852,26.156,25.028,24.18,23.355,22.548,21.761,21.338,21.095,20.855,20.616,20.379,20.06,19.701,19.348,18.998,18.655,18.472,18.369,18.267,18.165,18.064,18.077,18.149,18.221,18.293,18.366,18.438,18.497,18.541,18.57,18.586,18.586,18.573
Kuwait,KWT,Rural population (% of total population),SP.RUR.TOTL.ZS,25.107,24.213,23.34,22.489,21.659,20.727,19.284,17.919,16.629,15.418,14.339,13.556,12.808,12.098,11.421,10.616,9.255,8.056,7,6.072,5.219,4.33,3.586,2.966,2.449,2.097,2.083,2.068,2.054,2.04,2.026,2.012,1.998,1.984,1.971,1.904,1.675,1.473,1.295,1.138,1,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America & Caribbean (excluding high income),LAC,Rural population (% of total population),SP.RUR.TOTL.ZS,52.03290983,51.24109107,50.42469472,49.60363712,48.77620768,48.00925416,47.24201905,46.475003,45.70654874,44.94163145,44.18096407,43.40788735,42.63752379,41.88949905,41.14729491,40.40546699,39.66947616,38.93183248,38.19559465,37.46612843,36.74655598,36.06611861,35.41435758,34.76960576,34.1301469,33.4958923,32.87664408,32.2689095,31.6683995,31.07819386,30.50028683,29.95265287,29.42976044,28.92523432,28.41314397,27.90586286,27.42282584,26.92926315,26.44041932,25.96902777,25.50167606,25.12953171,24.77443371,24.42244981,24.08473907,23.75210586,23.42245164,23.09681771,22.77833201,22.46785852,22.16565373,21.85769475,21.5582331,21.26492998,20.97443135,20.68707646,20.40406255,20.12483615,19.85010422,19.57814646,19.30795612,19.04128586,18.77757166
Lao PDR,LAO,Rural population (% of total population),SP.RUR.TOTL.ZS,92.054,91.98,91.905,91.83,91.754,91.677,91.6,91.308,91.006,90.696,90.375,90.045,89.705,89.403,89.163,88.919,88.669,88.416,88.157,87.893,87.623,87.35,87.07,86.786,86.496,86.196,85.882,85.561,85.234,84.902,84.563,84.218,83.867,83.51,83.146,82.622,81.766,80.88,79.961,79.009,78.023,77.007,75.956,74.874,73.758,72.814,72.252,71.684,71.107,70.525,69.936,69.34,68.736,68.128,67.513,66.892,66.264,65.632,64.996,64.355,63.71,63.061,62.408
Lebanon,LBN,Rural population (% of total population),SP.RUR.TOTL.ZS,57.657,55.961,54.248,52.525,50.793,49.065,47.336,45.614,43.899,42.204,40.525,38.94,37.42,35.928,34.46,33.022,31.613,30.241,28.901,27.597,26.328,25.101,23.911,22.76,21.647,20.578,19.546,18.554,17.6,17.237,16.88,16.528,16.182,15.843,15.509,15.18,14.858,14.541,14.23,14.115,14,13.882,13.76,13.634,13.506,13.373,13.238,13.099,12.958,12.813,12.666,12.516,12.364,12.21,12.053,11.894,11.734,11.571,11.407,11.242,11.075,10.907,10.738
Liberia,LBR,Rural population (% of total population),SP.RUR.TOTL.ZS,81.368,80.709,80.031,79.336,78.622,77.892,77.144,76.378,75.593,74.793,73.975,73.14,72.287,71.419,70.53,69.618,68.689,67.748,66.791,65.819,64.833,63.837,62.827,61.806,60.166,57.627,55.044,52.433,49.805,47.186,44.578,42,44.981,47.991,51.019,54.04,57.036,56.696,56.354,56.012,55.669,55.327,54.983,54.639,54.294,53.949,53.604,53.258,52.912,52.555,52.187,51.807,51.417,51.015,50.603,50.18,49.746,49.303,48.849,48.385,47.911,47.427,46.935
Libya,LBY,Rural population (% of total population),SP.RUR.TOTL.ZS,72.677,71.803,70.911,70.002,69.076,66.334,63.302,60.161,56.93,53.648,50.329,47.008,43.708,40.472,38.763,37.215,35.69,34.198,32.735,31.304,29.906,28.549,27.227,25.945,24.7,24.55,24.495,24.44,24.386,24.331,24.277,24.223,24.168,24.114,24.06,24.006,23.952,23.886,23.807,23.716,23.613,23.498,23.371,23.232,23.081,22.92,22.747,22.563,22.368,22.163,21.948,21.723,21.488,21.244,20.991,20.73,20.46,20.183,19.898,19.607,19.309,19.006,18.698
St. Lucia,LCA,Rural population (% of total population),SP.RUR.TOTL.ZS,78.54,78.304,78.066,77.826,77.584,77.34,77.095,76.847,76.597,76.346,76.093,75.838,75.581,75.323,75.062,74.8,74.535,74.27,74.002,73.732,73.46,73.188,72.913,72.636,72.357,72.077,71.795,71.512,71.226,70.939,70.651,70.428,70.631,70.833,71.035,71.235,71.435,71.634,71.832,72.029,72.226,72.527,73.671,74.784,75.867,76.915,77.932,78.916,79.869,80.787,81.55,81.55,81.55,81.539,81.518,81.485,81.442,81.388,81.322,81.246,81.159,81.06,80.95
